loyalty_number,total_flights_historical,total_distance_historical,total_points_accumulated,total_points_redeemed,tenure_months,clv,loyalty_card,salary,province,marital_status,education,gender,enrollment_year,churned
906262,27,34643.0,34643.0,2018,18,5284.31,Nova,59450.0,Ontario,Divorced,Bachelor,Male,2012,0
906267,38,57071.0,57071.0,1215,18,13464.6,Nova,92929.0,British Columbia,Married,Bachelor,Male,2016,0
906274,8,14850.0,14850.0,375,18,2618.81,Star,73544.0,Quebec,Single,College,Female,2017,1
906316,29,42094.0,42094.0,387,18,6481.53,Star,54363.0,Alberta,Married,Bachelor,Male,2016,0
906346,30,52820.0,52820.0,0,18,6091.9,Aurora,79655.0,British Columbia,Divorced,Bachelor,Female,2016,0
906396,23,46085.0,46085.0,0,18,4606.27,Star,73544.0,Ontario,Single,College,Male,2016,0
906428,13,16857.0,25285.5,0,5,10018.66,Star,-57297.0,Yukon,Married,Bachelor,Male,2018,0
906468,20,27909.0,27909.0,1901,18,3528.04,Star,54794.0,Quebec,Married,Bachelor,Male,2012,0
906564,6,11039.0,11039.0,0,18,5357.76,Aurora,73544.0,Quebec,Single,College,Female,2013,1
906615,27,48082.0,48082.0,0,18,8607.48,Aurora,73544.0,Ontario,Married,College,Male,2014,0
906623,20,34187.0,34187.0,514,18,5243.45,Aurora,102546.0,Ontario,Single,Bachelor,Female,2017,0
906715,5,9278.0,13917.0,0,5,8392.62,Nova,73544.0,Saskatchewan,Married,College,Female,2018,0
906780,16,16673.0,16673.0,0,18,2914.96,Nova,59569.0,Ontario,Divorced,Bachelor,Male,2014,0
906826,31,44564.0,44564.0,982,18,6051.8,Nova,73544.0,Quebec,Single,College,Male,2016,0
906836,23,34330.0,34330.0,0,18,5744.23,Star,82388.0,Alberta,Married,Bachelor,Female,2015,0
906848,33,56274.0,56274.0,587,18,5143.65,Nova,74672.0,Quebec,Married,Bachelor,Female,2013,0
906852,31,57077.0,57077.0,1286,18,2668.73,Star,70209.0,Ontario,Married,Bachelor,Male,2014,0
906946,21,23659.0,23659.0,0,18,7388.18,Aurora,52990.0,Ontario,Married,Bachelor,Female,2012,0
907025,27,35304.0,35304.0,1236,18,12157.33,Nova,73945.0,Alberta,Single,Bachelor,Female,2013,0
907038,9,9494.0,9494.0,506,18,6725.04,Aurora,73544.0,Ontario,Single,College,Female,2017,0
907077,36,54604.0,54604.0,697,18,10208.93,Aurora,57870.0,Ontario,Married,Bachelor,Male,2013,1
907157,16,30214.0,30214.0,0,18,5709.36,Star,87264.0,Ontario,Married,Bachelor,Female,2017,0
907209,18,29115.0,29115.0,382,18,11121.62,Nova,64322.0,British Columbia,Divorced,Bachelor,Male,2015,0
907252,22,30234.0,30234.0,0,18,14862.76,Aurora,73544.0,New Brunswick,Divorced,College,Male,2015,0
907324,9,12358.0,12358.0,0,18,2311.21,Star,229266.0,Quebec,Single,Doctor,Male,2017,0
907544,21,22771.0,22771.0,1032,18,4433.97,Star,68972.0,Ontario,Married,Bachelor,Female,2013,0
907636,31,51270.0,51270.0,431,18,6439.33,Nova,73544.0,British Columbia,Single,College,Male,2012,0
907858,23,31069.0,31069.0,1368,18,28435.64,Star,73544.0,Quebec,Single,College,Female,2013,0
907934,28,38910.0,38910.0,870,18,6921.97,Nova,52717.0,British Columbia,Married,High School or Below,Female,2013,0
907950,26,37354.0,37354.0,339,18,4979.08,Star,73544.0,British Columbia,Single,College,Male,2015,0
908120,29,47596.0,47596.0,0,18,9269.68,Aurora,76905.0,New Brunswick,Married,High School or Below,Male,2013,0
908123,37,58073.0,58073.0,2393,18,5437.91,Aurora,48985.0,Quebec,Married,Bachelor,Male,2014,0
908246,21,32152.0,32152.0,413,18,7326.54,Aurora,77523.0,Nova Scotia,Married,Bachelor,Female,2013,0
908301,8,7158.0,7158.0,0,18,5686.96,Star,54036.0,Ontario,Married,Bachelor,Female,2017,0
908374,40,56528.0,56528.0,467,18,7258.63,Star,96361.0,Quebec,Married,Bachelor,Female,2014,0
908404,29,36845.0,36845.0,1597,18,10359.02,Nova,93800.0,Quebec,Married,Bachelor,Male,2014,0
908519,30,42102.0,42102.0,1520,18,7755.21,Star,73544.0,Newfoundland,Single,College,Female,2012,0
908580,30,40732.0,40732.0,597,18,4371.19,Nova,73410.0,British Columbia,Divorced,Bachelor,Male,2014,0
908643,20,36169.0,36169.0,0,18,2470.12,Star,73544.0,Ontario,Single,College,Male,2017,0
908728,29,40144.0,40144.0,1431,18,5463.91,Nova,64327.0,Ontario,Married,Bachelor,Female,2013,0
908729,22,37773.0,37773.0,1929,18,4949.53,Aurora,73544.0,Newfoundland,Single,College,Male,2016,0
908759,35,58558.0,58558.0,1800,18,5935.57,Star,97957.0,Yukon,Married,Bachelor,Female,2016,0
908844,30,33318.0,33318.0,923,18,9709.75,Star,73544.0,British Columbia,Married,College,Female,2013,0
908882,5,5200.0,5200.0,0,18,2530.33,Star,68916.0,British Columbia,Divorced,Bachelor,Male,2018,0
909020,19,23203.0,23203.0,514,18,5150.42,Nova,79931.0,Manitoba,Married,Bachelor,Female,2017,0
909068,20,32871.840000003576,49307.760000005364,0,5,19185.07,Star,57753.0,British Columbia,Married,Bachelor,Male,2018,0
909075,14,28228.0,42342.0,0,5,8123.96,Star,58756.0,British Columbia,Divorced,High School or Below,Male,2018,0
909134,31,47127.0,47127.0,1214,18,4463.0,Star,73544.0,British Columbia,Single,College,Male,2016,0
909238,21,33752.0,50628.0,1669,5,5170.45,Nova,57762.0,British Columbia,Married,Bachelor,Female,2018,0
909242,28,35943.0,35943.0,1676,18,7854.96,Star,50477.0,Ontario,Married,Bachelor,Female,2016,0
909260,32,46273.0,46273.0,0,18,11692.01,Aurora,61578.0,Ontario,Divorced,Bachelor,Male,2012,0
909262,37,55185.0,55185.0,0,18,7863.03,Aurora,73544.0,British Columbia,Divorced,College,Male,2015,1
909328,16,24497.0,24497.0,1117,18,13883.33,Nova,73544.0,Quebec,Single,College,Female,2016,0
909385,21,31956.0,31956.0,1105,18,4564.51,Star,44510.0,Ontario,Single,High School or Below,Male,2016,0
909476,25,38932.0,38932.0,2056,18,4330.39,Star,76159.0,Ontario,Married,Bachelor,Male,2017,0
909483,28,32951.0,32951.0,0,18,16979.8,Star,57587.0,Quebec,Divorced,Bachelor,Female,2012,0
909503,25,34186.0,34186.0,416,18,2481.84,Star,88978.0,Quebec,Single,Bachelor,Female,2015,0
909543,26,43608.0,43608.0,2556,18,7783.78,Nova,67535.0,Quebec,Married,Bachelor,Female,2013,0
909677,27,39030.0,39030.0,1222,18,4463.0,Nova,73544.0,Quebec,Single,College,Female,2016,0
909727,40,50591.840000003576,75887.76000000536,0,5,2531.74,Star,55317.0,Quebec,Divorced,Bachelor,Female,2018,0
909800,15,26692.0,26692.0,765,18,7341.86,Nova,73544.0,Alberta,Married,College,Female,2017,0
909845,17,22706.0,22706.0,360,18,2471.28,Star,53799.0,Ontario,Married,Bachelor,Male,2017,0
910056,26,51738.0,51738.0,0,18,9547.71,Star,57458.0,Yukon,Single,Bachelor,Female,2014,0
910142,28,41596.0,41596.0,1007,18,7672.68,Star,73544.0,Ontario,Married,College,Male,2013,0
910157,4,6212.0,6212.0,631,18,5447.2,Aurora,82262.0,British Columbia,Married,Bachelor,Male,2017,0
910391,25,38136.0,38136.0,0,18,8346.98,Aurora,67220.0,Alberta,Single,Bachelor,Female,2013,0
910492,6,7540.0,7540.0,434,18,7223.69,Aurora,73544.0,Newfoundland,Married,College,Male,2017,1
910576,27,41136.0,41136.0,0,18,3237.92,Nova,75883.0,Ontario,Single,Bachelor,Male,2012,0
910645,5,7700.0,7700.0,0,18,12902.56,Nova,95265.0,Ontario,Single,Bachelor,Female,2017,0
910716,23,32719.0,32719.0,604,18,14827.91,Star,73544.0,British Columbia,Married,College,Female,2015,0
910875,20,34009.0,34009.0,483,18,3966.13,Star,84914.0,Quebec,Married,Bachelor,Female,2012,0
910969,33,40617.0,40617.0,1283,18,8717.56,Star,73544.0,Ontario,Married,College,Male,2014,0
911003,20,27422.0,27422.0,0,18,6529.43,Star,46318.0,Ontario,Single,High School or Below,Male,2017,0
911089,29,38026.0,38026.0,0,18,7524.44,Nova,47962.0,Ontario,Married,Bachelor,Female,2014,0
911372,27,47600.0,47600.0,476,18,3528.04,Nova,54794.0,Nova Scotia,Married,Bachelor,Female,2013,0
911503,31,41677.0,41677.0,617,18,18370.57,Nova,68245.0,Nova Scotia,Divorced,Bachelor,Male,2016,0
911525,25,43396.0,43396.0,2629,18,2619.34,Star,89435.0,Ontario,Divorced,Bachelor,Male,2015,0
911585,34,44482.0,44482.0,1026,18,2862.56,Nova,87780.0,British Columbia,Married,Bachelor,Female,2016,0
911655,29,43676.0,43676.0,430,18,5652.72,Aurora,52054.0,Ontario,Married,High School or Below,Male,2016,0
911663,19,35146.0,35146.0,0,18,5824.22,Star,86039.0,Quebec,Divorced,Bachelor,Male,2014,0
911668,20,22799.0,22799.0,417,18,2538.63,Star,97596.0,New Brunswick,Divorced,Master,Male,2013,0
911744,12,7800.0,11700.0,454,5,2725.36,Star,58725.0,Alberta,Married,Bachelor,Female,2018,0
911812,29,45775.0,45775.0,1289,18,8717.05,Star,93261.0,British Columbia,Married,Bachelor,Female,2014,0
911852,15,15422.0,15422.0,0,18,7804.6,Nova,73544.0,Quebec,Married,College,Female,2017,1
911906,33,54474.0,54474.0,1547,18,9082.83,Star,57101.0,Newfoundland,Divorced,Bachelor,Male,2012,0
911920,35,63201.0,63201.0,700,18,7865.18,Nova,87147.0,British Columbia,Married,Bachelor,Male,2012,0
911971,22,32976.0,32976.0,0,18,2361.74,Star,73544.0,Ontario,Married,College,Male,2017,0
912064,29,35295.0,35295.0,1754,18,5898.73,Aurora,71420.0,Ontario,Divorced,Bachelor,Female,2016,0
912128,18,21256.0,21256.0,453,18,8982.85,Aurora,63730.0,Alberta,Married,Bachelor,Female,2017,0
912252,24,37041.0,37041.0,0,18,12465.92,Aurora,56496.0,Ontario,Married,Bachelor,Male,2013,0
912293,35,50449.0,50449.0,920,18,5426.86,Aurora,48814.0,Alberta,Married,Bachelor,Female,2014,0
912352,2,1448.0,1448.0,0,18,8427.17,Nova,65935.0,British Columbia,Divorced,Bachelor,Male,2018,0
912396,32,52476.0,52476.0,1599,18,15512.25,Star,72031.0,Quebec,Married,Bachelor,Male,2013,0
912420,27,46764.0,46764.0,1861,18,2199.74,Star,73544.0,Ontario,Single,College,Male,2016,0
912539,14,21235.0,21235.0,1537,18,5380.09,Nova,73544.0,Quebec,Divorced,College,Female,2017,0
912588,36,52681.0,52681.0,404,18,7799.44,Nova,73544.0,British Columbia,Married,College,Male,2013,0
912633,28,38392.0,57588.0,656,5,60556.19,Nova,73544.0,British Columbia,Married,College,Female,2018,0
912712,21,24820.0,24820.0,2238,18,22103.51,Nova,73544.0,Quebec,Married,College,Male,2016,0
912757,31,50008.0,50008.0,704,18,5489.21,Aurora,69184.0,Alberta,Divorced,Bachelor,Male,2015,0
912797,22,40416.0,40416.0,0,18,5292.63,Star,73544.0,Ontario,Married,College,Female,2017,0
912864,36,57240.0,57240.0,300,18,34611.38,Star,46607.0,British Columbia,Married,Bachelor,Female,2016,0
912939,15,22154.0,22154.0,0,18,15120.21,Nova,47021.0,Quebec,Single,Bachelor,Male,2017,0
912957,18,29265.0,29265.0,944,18,3304.76,Star,114637.0,Newfoundland,Single,Master,Male,2012,0
913060,28,42016.0,42016.0,804,18,10831.13,Nova,214092.0,British Columbia,Divorced,Doctor,Male,2014,0
913233,15,25606.0,25606.0,1313,18,2670.64,Star,70376.0,Ontario,Single,Bachelor,Female,2013,0
913340,35,53821.0,53821.0,338,18,2619.87,Star,51001.0,Saskatchewan,Married,Bachelor,Male,2012,0
913449,21,24628.0,24628.0,389,18,2628.66,Star,93255.0,Manitoba,Married,Bachelor,Female,2017,0
913522,23,41261.0,41261.0,1083,18,9080.6,Nova,83022.0,Quebec,Married,Bachelor,Male,2016,0
913571,37,52005.0,52005.0,0,18,4661.98,Nova,73544.0,British Columbia,Single,College,Female,2014,0
913721,23,34338.0,34338.0,1023,18,7731.71,Nova,59264.0,British Columbia,Married,Bachelor,Female,2014,0
913866,29,43149.0,43149.0,0,18,9772.74,Star,75318.0,Nova Scotia,Divorced,Bachelor,Female,2016,0
913895,33,47114.0,47114.0,0,18,26570.34,Nova,73544.0,British Columbia,Married,College,Male,2015,0
913949,31,40102.0,40102.0,518,18,4889.25,Nova,63032.0,Alberta,Divorced,Bachelor,Male,2013,0
913981,44,62638.0,62638.0,915,18,5251.98,Aurora,75473.0,Ontario,Married,Bachelor,Male,2016,0
914044,26,32383.0,32383.0,500,18,18211.14,Nova,71194.0,Alberta,Married,Bachelor,Male,2017,0
914088,31,48342.0,48342.0,486,18,8564.77,Aurora,217943.0,Quebec,Single,Doctor,Male,2016,0
914152,36,53738.0,53738.0,731,18,2496.14,Star,73544.0,Quebec,Single,College,Male,2012,0
914316,37,58514.0,58514.0,486,18,5452.63,Nova,144697.0,Quebec,Married,Doctor,Female,2014,0
914368,35,53483.0,53483.0,0,18,2320.52,Star,73544.0,Quebec,Married,College,Female,2012,0
914609,32,54432.0,54432.0,0,18,10551.15,Aurora,69183.0,Quebec,Single,Bachelor,Male,2017,0
914799,20,27580.0,41370.0,0,5,4374.04,Nova,25257.0,Ontario,Married,Bachelor,Male,2018,0
914937,25,36115.0,36115.0,0,18,13502.63,Star,73779.0,Ontario,Married,Bachelor,Male,2016,0
915147,25,42532.0,42532.0,0,18,5600.01,Nova,78461.0,British Columbia,Married,Bachelor,Female,2015,0
915156,32,48844.0,48844.0,977,18,2544.34,Star,61951.0,Manitoba,Married,Bachelor,Male,2014,0
915194,26,50901.0,50901.0,581,18,7432.86,Aurora,74962.0,British Columbia,Single,Bachelor,Female,2013,0
915198,30,42987.0,42987.0,947,18,14166.2,Nova,81364.0,British Columbia,Divorced,Bachelor,Female,2012,0
915243,18,20965.0,20965.0,517,18,7155.47,Nova,87890.0,Ontario,Divorced,Bachelor,Female,2017,1
915286,31,45635.0,45635.0,818,18,11360.46,Aurora,73544.0,British Columbia,Married,College,Male,2012,0
915439,27,37302.0,37302.0,432,18,5470.06,Nova,71792.0,Nova Scotia,Married,Bachelor,Female,2015,0
915571,14,25902.0,25902.0,0,18,4334.06,Star,114551.0,British Columbia,Single,Master,Male,2015,0
915638,18,31634.0,31634.0,351,18,5461.97,Aurora,63116.0,Quebec,Married,Bachelor,Male,2016,0
915846,28,47940.0,47940.0,0,18,2378.67,Star,71972.0,Manitoba,Single,Bachelor,Female,2012,0
915902,13,19517.0,19517.0,0,18,8716.37,Star,52939.0,British Columbia,Single,Bachelor,Female,2017,0
915933,20,34045.0,34045.0,518,18,2652.29,Star,73544.0,Ontario,Single,College,Male,2015,0
915948,21,28996.0,28996.0,976,18,2756.47,Nova,63767.0,British Columbia,Married,Bachelor,Male,2013,0
916000,34,60871.0,60871.0,1699,18,2434.0,Star,48761.0,New Brunswick,Married,Bachelor,Female,2014,0
916020,24,41187.0,41187.0,1239,18,6010.5,Star,67990.0,British Columbia,Married,Bachelor,Male,2015,0
916131,24,40505.0,40505.0,1446,18,4439.68,Star,87119.0,British Columbia,Married,Bachelor,Female,2014,0
916269,22,34732.0,34732.0,0,18,22103.51,Aurora,73544.0,Alberta,Married,College,Male,2013,0
916300,23,28536.0,28536.0,1606,18,2872.05,Nova,74164.0,Ontario,Single,Bachelor,Male,2015,0
916358,16,22173.0,22173.0,532,18,2886.45,Nova,71038.0,Alberta,Married,Master,Female,2017,0
916478,24,47456.0,71184.0,411,5,6745.89,Aurora,38826.0,Quebec,Married,Bachelor,Female,2018,0
916594,28,37488.0,37488.0,1422,18,10828.37,Star,41120.0,Ontario,Married,High School or Below,Female,2013,0
916851,30,47926.0,47926.0,941,18,8277.64,Star,90286.0,Ontario,Married,Bachelor,Female,2014,0
916880,26,38198.0,38198.0,0,18,16007.95,Aurora,65056.0,Quebec,Divorced,Bachelor,Female,2014,0
917191,30,47862.0,47862.0,891,18,7377.23,Aurora,73544.0,British Columbia,Married,College,Male,2014,0
917192,42,69492.0,69492.0,475,18,6064.34,Star,73544.0,Alberta,Single,College,Female,2014,0
917352,11,15569.0,15569.0,0,18,5000.62,Aurora,63901.0,Quebec,Married,Bachelor,Female,2017,0
917423,31,37360.0,37360.0,0,18,5801.83,Aurora,73544.0,Ontario,Single,College,Male,2016,0
917610,22,27413.0,27413.0,0,18,3993.88,Nova,144051.0,Ontario,Divorced,Doctor,Female,2016,0
917630,26,43682.0,43682.0,0,18,4282.95,Star,61809.0,Ontario,Married,Bachelor,Female,2016,0
917725,32,49489.0,49489.0,354,18,5568.95,Aurora,73544.0,Saskatchewan,Single,College,Male,2015,0
917779,21,33372.0,33372.0,0,18,2675.03,Star,72503.0,Ontario,Single,Bachelor,Female,2013,0
917798,19,33187.0,33187.0,907,18,9638.07,Nova,57686.0,Ontario,Married,Bachelor,Male,2013,0
917870,23,32427.0,32427.0,0,18,26243.86,Star,72669.0,Quebec,Divorced,Bachelor,Female,2014,0
917972,22,34582.0,34582.0,430,18,5241.14,Aurora,67283.0,British Columbia,Single,Bachelor,Male,2016,0
917983,38,62281.0,62281.0,0,18,9369.64,Aurora,104486.0,Ontario,Married,Bachelor,Female,2015,0
917998,27,35812.0,35812.0,1294,18,8773.51,Aurora,73544.0,Ontario,Single,College,Male,2014,0
918017,12,19512.0,19512.0,0,18,12875.6,Aurora,121648.0,British Columbia,Single,Master,Male,2018,1
918021,29,43018.0,43018.0,529,18,7892.09,Star,283374.0,Ontario,Divorced,Doctor,Male,2012,0
918042,38,64623.0,64623.0,2029,18,9426.97,Aurora,73530.0,British Columbia,Divorced,High School or Below,Female,2013,0
918048,26,47029.0,47029.0,835,18,7521.19,Star,73544.0,Ontario,Married,College,Male,2016,0
918053,29,48797.0,48797.0,933,18,6997.01,Nova,72792.0,Ontario,Married,Bachelor,Female,2014,0
918112,37,53236.0,53236.0,420,18,2530.71,Star,97363.0,Manitoba,Single,Bachelor,Male,2014,0
918163,39,52687.0,52687.0,1838,18,13736.13,Nova,125167.0,Ontario,Divorced,Doctor,Female,2016,0
918272,27,39947.0,39947.0,483,18,2885.41,Nova,99756.0,Nova Scotia,Married,Bachelor,Male,2015,0
918341,27,40329.0,40329.0,1148,18,2659.71,Star,73544.0,Ontario,Divorced,College,Male,2012,0
918478,30,36659.0,36659.0,1254,18,4915.39,Nova,73544.0,Ontario,Single,College,Female,2012,0
918479,25,39986.0,39986.0,0,18,6269.14,Star,73544.0,Manitoba,Single,College,Female,2012,0
918564,23,32542.0,32542.0,0,18,5448.56,Aurora,94322.0,Alberta,Married,Bachelor,Female,2014,0
918631,43,56469.0,56469.0,698,18,15266.48,Star,72655.0,British Columbia,Married,High School or Below,Female,2015,0
918756,34,42246.0,42246.0,1728,18,7053.3,Star,70676.0,Quebec,Divorced,Bachelor,Female,2014,0
918807,29,39426.0,39426.0,2282,18,3049.84,Nova,73544.0,Quebec,Single,College,Male,2014,0
918984,24,28517.0,28517.0,605,18,7130.29,Nova,72997.0,Ontario,Single,Doctor,Female,2016,0
919117,26,37156.0,37156.0,490,18,2719.51,Star,82940.0,Ontario,Married,Master,Male,2014,0
919285,28,35228.0,35228.0,582,18,10484.92,Aurora,76622.0,British Columbia,Divorced,Bachelor,Female,2012,0
919329,31,48923.0,48923.0,0,18,23536.75,Nova,56601.0,New Brunswick,Married,Bachelor,Female,2015,0
919338,20,30257.0,30257.0,0,18,14510.44,Aurora,62225.0,Quebec,Married,Bachelor,Male,2017,0
919340,17,19557.0,19557.0,394,18,3214.98,Nova,71409.0,Ontario,Divorced,Bachelor,Male,2016,0
919437,36,52971.0,52971.0,986,18,11320.83,Nova,62415.0,British Columbia,Single,Bachelor,Female,2015,0
919557,32,46391.0,46391.0,468,18,6545.8,Star,72421.0,Ontario,Divorced,Bachelor,Male,2014,0
919668,13,13279.0,13279.0,0,18,4762.16,Star,58637.0,British Columbia,Married,Bachelor,Male,2017,0
919748,23,32184.0,32184.0,0,18,13869.93,Star,52712.0,Saskatchewan,Married,Bachelor,Male,2016,0
919818,41,62990.0,62990.0,1062,18,4591.63,Nova,92859.0,Alberta,Married,Bachelor,Male,2013,0
919823,25,37080.0,37080.0,1176,18,21590.44,Star,77624.0,British Columbia,Divorced,Bachelor,Male,2014,0
919832,27,49879.0,74818.5,0,5,2807.05,Nova,91116.0,British Columbia,Married,Bachelor,Male,2018,0
919888,11,18717.0,28075.5,504,5,27934.62,Star,56281.0,British Columbia,Married,Bachelor,Female,2018,0
919889,29,41316.0,41316.0,1505,18,2615.85,Star,71651.0,Ontario,Married,Bachelor,Female,2015,0
919894,31,51292.0,51292.0,1006,18,5608.82,Star,52749.0,Ontario,Married,Bachelor,Male,2016,0
919922,17,21561.0,21561.0,0,18,4957.16,Aurora,73544.0,Ontario,Divorced,College,Female,2017,1
919951,36,58386.0,58386.0,0,18,8501.28,Nova,103621.0,British Columbia,Divorced,Bachelor,Female,2015,0
920100,20,32619.0,32619.0,366,18,15114.4,Nova,78318.0,Quebec,Married,High School or Below,Female,2016,0
920118,22,26870.0,26870.0,713,18,8641.05,Nova,64869.0,British Columbia,Married,High School or Below,Female,2017,0
920145,19,42554.0,42554.0,959,18,6403.58,Nova,52465.0,Ontario,Married,Bachelor,Female,2017,0
920162,33,38596.0,38596.0,2327,18,12045.67,Star,72742.0,New Brunswick,Married,Bachelor,Male,2013,0
920175,29,43256.0,43256.0,782,18,10498.93,Nova,54117.0,British Columbia,Married,Bachelor,Female,2017,0
920211,21,19309.0,28963.5,0,5,9976.25,Star,54234.0,Ontario,Married,Bachelor,Male,2018,0
920321,34,41832.0,41832.0,527,18,2780.85,Nova,96816.0,New Brunswick,Married,Bachelor,Female,2014,0
920326,18,32984.0,49476.0,622,5,7176.59,Nova,51716.0,Quebec,Divorced,Bachelor,Male,2018,0
920545,31,45980.0,45980.0,1166,18,4686.47,Star,74413.0,Ontario,Married,Bachelor,Male,2014,0
920637,14,23099.0,23099.0,0,18,3384.47,Star,71862.0,Ontario,Single,Bachelor,Female,2012,0
920657,15,17891.0,17891.0,0,18,9470.62,Star,48381.0,Nova Scotia,Married,Bachelor,Female,2017,0
920716,12,21408.0,32112.0,0,5,7098.91,Aurora,73544.0,Alberta,Single,College,Female,2018,0
920792,34,48046.0,48046.0,1654,18,12520.98,Star,73544.0,British Columbia,Single,College,Female,2017,0
920840,26,30255.0,30255.0,1399,18,2700.68,Star,97297.0,Ontario,Single,Bachelor,Male,2013,0
920954,40,64916.0,97374.0,0,5,4804.36,Star,69930.0,Ontario,Married,Bachelor,Male,2018,0
920966,29,40571.0,40571.0,2327,18,4633.34,Star,75379.0,Ontario,Single,High School or Below,Male,2017,0
921059,12,23572.0,23572.0,543,18,15663.66,Nova,55168.0,Ontario,Married,Bachelor,Female,2017,0
921102,15,24339.0,24339.0,599,18,5201.25,Star,73544.0,British Columbia,Married,College,Female,2012,0
921130,34,54389.0,54389.0,362,18,5169.5,Nova,44092.0,British Columbia,Single,High School or Below,Male,2012,0
921278,33,56099.0,56099.0,1627,18,5346.92,Nova,53353.0,Ontario,Married,Doctor,Male,2015,0
921298,22,34311.0,34311.0,1198,18,11058.22,Star,82977.0,British Columbia,Single,Bachelor,Male,2016,0
921357,35,55721.0,55721.0,514,18,6265.34,Nova,73544.0,Ontario,Married,College,Female,2012,0
921375,28,32502.0,32502.0,877,18,13197.93,Star,73544.0,Quebec,Single,College,Female,2015,0
921403,11,19135.0,19135.0,0,18,9080.6,Aurora,83022.0,New Brunswick,Married,Bachelor,Female,2017,1
921489,32,40823.0,40823.0,871,18,9051.91,Aurora,51157.0,Alberta,Married,Bachelor,Male,2012,0
921530,18,27916.0,27916.0,698,18,10793.76,Star,49611.0,Yukon,Married,Bachelor,Male,2014,1
921563,32,50144.0,50144.0,508,18,4893.29,Star,73544.0,Ontario,Single,College,Female,2017,0
921705,31,44951.0,44951.0,596,18,2505.42,Star,76211.0,Quebec,Single,Bachelor,Male,2016,0
921776,5,5477.0,8215.5,0,5,6611.12,Star,73544.0,British Columbia,Single,College,Female,2018,0
921777,24,42926.0,42926.0,761,18,23594.68,Aurora,87782.0,Saskatchewan,Married,Bachelor,Male,2014,0
921886,28,47957.0,47957.0,629,18,10089.79,Aurora,78488.0,Quebec,Single,Bachelor,Female,2014,0
921899,35,56211.0,56211.0,832,18,3312.32,Nova,51141.0,British Columbia,Married,Bachelor,Female,2013,0
922000,27,39814.0,39814.0,479,18,3146.04,Nova,52461.0,Quebec,Single,Bachelor,Female,2016,0
922047,14,19860.0,19860.0,0,18,17651.96,Nova,65543.0,Ontario,Single,High School or Below,Male,2017,0
922161,37,54704.0,54704.0,1919,18,3964.53,Star,48744.0,Ontario,Married,High School or Below,Male,2012,0
922188,22,36699.0,36699.0,1618,18,4039.32,Nova,57453.0,British Columbia,Divorced,Bachelor,Male,2015,0
922206,13,23254.0,23254.0,1110,18,8201.33,Star,91753.0,Ontario,Divorced,Bachelor,Male,2017,0
922210,30,39530.0,39530.0,2068,18,16870.39,Star,76590.0,Alberta,Married,Bachelor,Male,2015,0
922351,33,40183.0,40183.0,763,18,5504.14,Star,73544.0,Quebec,Married,College,Male,2016,0
922388,28,50516.0,50516.0,824,18,4505.4,Star,91236.0,British Columbia,Married,Bachelor,Female,2016,0
922484,39,58813.0,58813.0,680,18,2498.35,Star,54852.0,Manitoba,Married,Bachelor,Female,2012,0
922614,4,5584.0,8376.0,450,5,7792.07,Aurora,58817.0,Ontario,Divorced,Bachelor,Male,2018,0
922634,24,39978.0,39978.0,0,18,3157.74,Star,74530.0,Manitoba,Married,Bachelor,Male,2015,0
922786,25,39347.0,39347.0,469,18,7559.21,Aurora,73544.0,Quebec,Single,College,Male,2015,0
922815,39,51538.0,51538.0,0,18,21504.34,Aurora,75978.0,British Columbia,Divorced,Bachelor,Female,2015,0
922926,24,37419.0,37419.0,1188,18,2926.52,Star,49217.0,New Brunswick,Single,Bachelor,Male,2014,0
923041,18,29386.0,29386.0,416,18,7282.22,Nova,69142.0,Ontario,Single,Bachelor,Female,2013,0
923062,34,56813.0,56813.0,556,18,2855.93,Nova,69034.0,Quebec,Divorced,Bachelor,Female,2014,0
923108,15,16220.0,16220.0,1392,18,7748.81,Aurora,90101.0,Saskatchewan,Married,Bachelor,Female,2017,0
923164,17,24764.0,24764.0,381,18,2321.05,Star,73544.0,Ontario,Single,College,Female,2016,0
923201,22,28838.0,28838.0,0,18,6459.64,Nova,48909.0,New Brunswick,Married,Bachelor,Male,2015,0
923234,26,40561.0,40561.0,1174,18,3008.1,Nova,90945.0,British Columbia,Married,Bachelor,Male,2014,0
923268,4,5680.0,8520.0,0,5,2457.58,Star,70635.0,Quebec,Married,Bachelor,Female,2018,0
923293,37,46168.0,46168.0,850,18,3985.55,Star,86793.0,Saskatchewan,Divorced,Bachelor,Male,2016,0
923333,26,29298.0,29298.0,578,18,5705.55,Star,87902.0,British Columbia,Married,Bachelor,Female,2013,0
923336,29,49196.0,49196.0,993,18,7155.34,Nova,134476.0,Ontario,Married,Doctor,Male,2015,0
923406,12,21105.0,21105.0,0,18,4152.65,Star,73544.0,British Columbia,Single,College,Female,2017,0
923527,31,51575.0,51575.0,0,18,36181.03,Aurora,73544.0,British Columbia,Single,College,Female,2015,0
923560,20,30099.0,30099.0,597,18,3985.4,Nova,88792.0,Ontario,Married,Bachelor,Female,2013,0
923680,27,33182.0,33182.0,0,18,9429.08,Aurora,87255.0,Saskatchewan,Divorced,Bachelor,Female,2014,0
923761,36,56620.0,56620.0,1786,18,2659.71,Star,73544.0,Quebec,Divorced,College,Female,2014,0
923799,23,35097.0,35097.0,1391,18,8395.27,Nova,77999.0,Ontario,Divorced,Bachelor,Female,2012,0
